=================================================
UTKU-PSO Results: Top-50000 Patterns
Parameters: k=50000, minProb=0,7000, pop_size=20, iterations=10000
=================================================
Rank   Pattern                                  Expected Util   Exist Prob     
48376  {46, 2, 21, 51, 44}                      1042.5748       0.944106       
48377  {46, 11, 4, 58}                          1042.5573       0.997420       
48378  {46, 2, 73, 43}                          1042.5148       0.969901       
48379  {46, 27, 51, 44, 62}                     1042.4949       0.997813       
48380  {15, 2, 21, 34, 66}                      1042.4536       0.983729       
48381  {46, 73, 3, 24}                          1042.3897       0.999987       
48382  {46, 68, 17, 3, 29}                      1042.3735       0.999995       
48383  {46, 34, 13, 73, 58}                     1042.3444       0.982925       
48384  {46, 54, 33, 60}                         1042.3350       0.977660       
48385  {34, 39, 47}                             1042.2918       0.999957       
48386  {27, 34, 73, 43}                         1042.2852       0.999364       
48387  {13, 25, 55}                             1042.2483       1.000000       
48388  {46, 9, 5, 16, 14}                       1042.1729       0.990564       
48389  {46, 21, 54, 25, 69}                     1042.1578       0.965853       
48390  {54, 42, 28, 44}                         1042.1261       1.000000       
48391  {46, 2, 58, 22}                          1042.0651       1.000000       
48392  {46, 70, 2, 34, 19, 38}                  1042.0539       0.953996       
48393  {46, 75, 52, 62}                         1042.0144       1.000000       
48394  {46, 9, 19, 65, 52}                      1041.9796       0.978144       
48395  {46, 54, 34, 45}                         1041.9467       0.999099       
48396  {46, 50, 34, 75, 60}                     1041.9065       0.979789       
48397  {46, 5, 37}                              1041.8826       0.998708       
48398  {46, 15, 13, 29, 38}                     1041.7938       0.997856       
48399  {39, 25, 32}                             1041.7822       1.000000       
48400  {46, 50, 34, 42, 31, 62}                 1041.7699       0.988797       
48401  {46, 39, 19, 16}                         1041.7623       0.981583       
48402  {15, 5, 3, 23}                           1041.7394       1.000000       
48403  {15, 70, 44, 3, 66}                      1041.7056       0.999905       
48404  {2, 34, 51, 28}                          1041.6813       0.996006       
48405  {46, 50, 1, 32}                          1041.6593       0.981904       
48406  {11, 34, 73, 66}                         1041.6497       0.999994       
48407  {46, 21, 54, 7, 12}                      1041.6410       0.981648       
48408  {9, 18, 3}                               1041.6367       1.000000       
48409  {46, 68, 7, 72}                          1041.5981       1.000000       
48410  {46, 34, 28, 72}                         1041.5617       1.000000       
48411  {46, 51, 25, 18}                         1041.5163       0.996578       
48412  {46, 68, 75, 17}                         1041.4703       0.999860       
48413  {21, 5, 38}                              1041.4278       1.000000       
48414  {2, 21, 54, 19, 25}                      1041.3819       0.968848       
48415  {50, 34, 75, 62}                         1041.3453       0.999995       
48416  {46, 15, 34, 19, 65}                     1041.2943       0.955520       
48417  {46, 9, 15, 70, 13, 42}                  1041.2346       0.901738       
48418  {9, 34, 25, 72}                          1041.1808       1.000000       
48419  {9, 2, 27, 44, 38}                       1041.1418       0.998351       
48420  {46, 9, 70, 75, 52}                      1041.1294       0.976376       
48421  {46, 50, 9, 21, 42, 3}                   1041.1079       0.925155       
48422  {46, 50, 17, 3, 36}                      1041.0584       0.999991       
48423  {46, 34, 74, 33}                         1041.0572       0.978189       
48424  {46, 58, 52, 24}                         1041.0258       1.000000       
48425  {46, 50, 19, 55, 17}                     1041.0208       0.987017       
48426  {46, 50, 27, 13, 72}                     1040.9641       0.988426       
48427  {46, 28, 4}                              1040.9373       0.999845       
48428  {46, 34, 55, 31, 60}                     1040.8737       0.999780       
48429  {46, 34, 1, 31, 62}                      1040.8707       0.999942       
48430  {46, 54, 39, 68, 44}                     1040.8136       0.973580       
48431  {46, 21, 1, 69}                          1040.6366       0.990408       
48432  {50, 11, 19, 40}                         1040.6245       1.000000       
48433  {15, 51, 14, 17}                         1040.6159       0.999913       
48434  {46, 50, 11, 34, 25, 62}                 1040.5202       0.961681       
48435  {50, 15, 69, 28}                         1040.4977       0.987527       
48436  {50, 19, 65, 58}                         1040.4683       0.998248       
48437  {9, 70, 2, 34, 24}                       1040.3918       0.984152       
48438  {9, 11, 16, 20}                          1040.3852       0.999659       
48439  {46, 9, 14, 20}                          1040.1937       0.998276       
48440  {50, 9, 11, 39, 48}                      1040.1855       0.972960       
48441  {46, 54, 12, 38}                         1040.1320       0.999844       
48442  {46, 15, 52, 29, 56}                     1040.0544       1.000000       
48443  {46, 34, 42, 4}                          1039.9910       0.999002       
48444  {46, 50, 70, 34, 12}                     1039.9854       0.949437       
48445  {46, 71, 51, 25, 68}                     1039.9652       0.967436       
48446  {46, 9, 15, 25, 68, 3}                   1039.9514       0.958010       
48447  {46, 57, 3}                              1039.9464       0.999764       
48448  {46, 54, 27, 65, 62}                     1039.9237       0.990686       
48449  {46, 75, 3, 23}                          1039.8463       1.000000       
48450  {9, 54, 39, 5, 3}                        1039.8451       0.990782       
48451  {46, 74, 17, 29, 48}                     1039.8257       1.000000       
48452  {46, 70, 34, 73, 48}                     1039.8115       0.978058       
48453  {46, 15, 27, 34, 68, 52}                 1039.8048       0.960802       
48454  {46, 9, 34, 74, 52, 38}                  1039.6901       0.997235       
48455  {46, 50, 2, 16, 64}                      1039.6794       0.981100       
48456  {46, 70, 11, 39}                         1039.6710       0.935146       
48457  {54, 11, 25, 36}                         1039.6411       1.000000       
48458  {15, 2, 60, 52, 66}                      1039.6171       0.999884       
48459  {50, 11, 1, 60, 52}                      1039.5910       0.998683       
48460  {15, 54, 51, 72}                         1039.5607       0.999843       
48461  {46, 50, 54, 19, 74, 62}                 1039.5231       0.959494       
48462  {46, 2, 27, 39, 62}                      1039.5118       0.954583       
48463  {46, 34, 33, 52}                         1039.4627       0.987046       
48464  {46, 15, 2, 11, 19, 7}                   1039.4571       0.903503       
48465  {50, 5, 66, 62}                          1039.4015       1.000000       
48466  {70, 2, 54, 67}                          1039.3749       0.967617       
48467  {70, 2, 16, 36}                          1039.3598       0.999986       
48468  {2, 21, 54, 19, 52}                      1039.2947       0.983420       
48469  {46, 15, 11, 25, 28}                     1039.2295       0.962506       
48470  {46, 9, 70, 16, 56}                      1039.1950       0.996043       
48471  {46, 9, 39, 42, 23}                      1039.1805       0.983611       
48472  {25, 73, 68, 44}                         1039.1138       0.999998       
48473  {46, 2, 4, 44}                           1039.0306       0.990626       
48474  {46, 50, 21, 27, 34, 52}                 1038.8464       0.917810       
48475  {46, 15, 54, 27, 19, 44}                 1038.6963       0.932879       
48476  {70, 34, 51, 25, 48}                     1038.6764       0.998664       
48477  {46, 2, 33, 58}                          1038.6747       0.959195       
48478  {46, 34, 26, 44}                         1038.6658       0.997852       
48479  {21, 68, 31, 17}                         1038.6316       1.000000       
48480  {11, 16, 20}                             1038.6287       1.000000       
48481  {50, 70, 19, 12}                         1038.5906       0.991931       
48482  {46, 27, 34, 12, 44}                     1038.5800       0.994847       
48483  {46, 27, 19, 65, 7}                      1038.4753       0.984431       
48484  {50, 15, 27, 26}                         1038.4608       0.976046       
48485  {50, 15, 21, 14, 52}                     1038.3815       0.979221       
48486  {46, 50, 54, 29, 48, 62}                 1038.3340       0.992403       
48487  {46, 13, 42, 64}                         1038.3330       1.000000       
48488  {46, 11, 74, 5, 72}                      1038.2557       0.999867       
48489  {11, 19, 32}                             1038.2459       1.000000       
48490  {46, 65, 17, 48}                         1038.1572       0.999947       
48491  {46, 54, 51, 68, 17}                     1038.1260       0.980681       
48492  {46, 21, 42, 12, 48}                     1038.0868       0.998272       
48493  {46, 54, 19, 3, 24}                      1038.0862       0.999281       
48494  {46, 11, 71, 32}                         1037.9778       0.981744       
48495  {2, 27, 55, 29}                          1037.8768       0.999892       
48496  {46, 42, 49}                             1037.8712       0.999956       
48497  {46, 54, 19, 5, 64}                      1037.8641       0.999953       
48498  {50, 54, 27, 19, 1}                      1037.7853       0.973076       
48499  {46, 51, 7, 56}                          1037.7602       1.000000       
48500  {46, 18, 31, 52}                         1037.7586       0.999998       
48501  {46, 9, 54, 60, 17, 3}                   1037.7384       0.990443       
48502  {46, 19, 65, 43}                         1037.7162       0.993500       
48503  {70, 2, 69, 56}                          1037.6840       0.999999       
48504  {11, 39, 17, 48}                         1037.6811       1.000000       
48505  {46, 25, 16, 72}                         1037.6317       1.000000       
48506  {46, 54, 34, 17, 23}                     1037.6251       0.998358       
48507  {46, 70, 11, 73, 52}                     1037.5677       0.957621       
48508  {46, 25, 42, 4}                          1037.5593       0.999343       
48509  {46, 50, 35}                             1037.5542       0.989940       
48510  {9, 54, 11, 7, 24}                       1037.5377       0.999744       
48511  {70, 21, 34, 51, 1}                      1037.5340       0.984123       
48512  {50, 9, 62, 72}                          1037.5258       1.000000       
48513  {15, 26, 66}                             1037.4473       1.000000       
48514  {46, 2, 74, 67}                          1037.4464       0.965818       
48515  {27, 1, 20}                              1037.3717       1.000000       
48516  {46, 71, 7, 38}                          1037.2879       0.999183       
48517  {19, 69, 60}                             1037.2620       1.000000       
48518  {50, 21, 11, 19, 1}                      1037.2510       0.964522       
48519  {46, 70, 54, 38, 56}                     1037.1346       0.999980       
48520  {46, 50, 70, 11, 34, 42}                 1037.1323       0.892747       
48521  {70, 54, 58, 72}                         1037.0217       1.000000       
48522  {50, 15, 18}                             1037.0100       0.994346       
48523  {2, 19, 14, 60}                          1037.0063       0.999954       
48524  {54, 34, 25, 33}                         1037.0019       0.993012       
48525  {25, 5, 14}                              1036.9902       1.000000       
48526  {54, 51, 32}                             1036.9875       0.999983       
48527  {46, 34, 39, 25, 56}                     1036.9762       0.999592       
48528  {15, 2, 21, 19, 52}                      1036.8356       0.971917       
48529  {70, 51, 74, 28}                         1036.7743       0.998434       
48530  {46, 27, 25, 68, 23}                     1036.7042       0.997848       
48531  {54, 68, 1, 16}                          1036.6342       0.999939       
48532  {51, 65, 52}                             1036.6310       1.000000       
48533  {46, 54, 69, 52, 66}                     1036.6209       0.999143       
48534  {15, 2, 3, 72}                           1036.6172       1.000000       
48535  {27, 5, 16, 29}                          1036.6084       1.000000       
48536  {11, 73, 68, 29}                         1036.5753       0.999954       
48537  {46, 28, 24}                             1036.4096       1.000000       
48538  {46, 34, 26, 31}                         1036.3580       0.998123       
48539  {9, 2, 13, 25, 36}                       1036.3084       0.999470       
48540  {46, 50, 34, 75, 29}                     1036.2972       0.980737       
48541  {46, 71, 68, 60, 3}                      1036.2857       0.996161       
48542  {46, 50, 9, 34, 44, 40}                  1036.2652       0.994584       
48543  {46, 50, 2, 54, 29, 48}                  1036.2175       0.928822       
48544  {46, 73, 69, 3}                          1036.1863       0.997932       
48545  {9, 2, 11, 19, 23}                       1036.1611       0.990117       
48546  {46, 70, 25, 43}                         1036.1327       0.981879       
48547  {50, 15, 54, 26}                         1035.9021       0.970237       
48548  {27, 20, 58}                             1035.8786       1.000000       
48549  {11, 73, 60, 52}                         1035.8730       1.000000       
48550  {9, 70, 27, 26}                          1035.8179       0.990530       
48551  {50, 70, 2, 23, 62}                      1035.8144       0.991397       
48552  {46, 9, 70, 13, 44, 52}                  1035.7823       0.958619       
48553  {27, 73, 65, 17}                         1035.7270       0.999953       
48554  {70, 74, 5, 44, 3}                       1035.6866       0.999997       
48555  {46, 50, 9, 13, 25, 3}                   1035.6155       0.930626       
48556  {15, 70, 39, 19}                         1035.6143       0.964859       
48557  {50, 15, 11, 42, 14}                     1035.5905       0.975193       
48558  {15, 2, 27, 13, 7}                       1035.5203       0.975870       
48559  {70, 1, 52, 66}                          1035.4991       1.000000       
48560  {46, 50, 21, 5, 58, 48}                  1035.4336       0.965686       
48561  {9, 15, 19, 45}                          1035.4029       0.999799       
48562  {46, 70, 11, 19, 69}                     1035.2696       0.955408       
48563  {46, 11, 7, 20}                          1035.2565       0.997893       
48564  {9, 15, 27, 25, 69}                      1035.2133       0.982081       
48565  {46, 70, 25, 1, 44}                      1035.2073       0.984149       
48566  {46, 70, 25, 32}                         1035.1622       0.982484       
48567  {50, 34, 73, 74, 44}                     1035.0983       0.990460       
48568  {46, 50, 45, 17}                         1035.0374       0.999768       
48569  {70, 54, 1, 65}                          1035.0002       0.993669       
48570  {39, 74, 5, 44}                          1034.9790       0.999993       
48571  {46, 15, 21, 39, 40}                     1034.7824       0.988133       
48572  {46, 34, 73, 44, 60}                     1034.7761       0.994532       
48573  {46, 50, 54, 34, 20}                     1034.7348       0.955691       
48574  {46, 9, 15, 25, 29, 36}                  1034.6663       0.994932       
48575  {27, 68, 75}                             1034.6489       1.000000       
48576  {50, 2, 11, 34, 64}                      1034.6442       0.996006       
48577  {9, 21, 34, 25, 24}                      1034.6398       0.999607       
48578  {9, 19, 44, 23}                          1034.6138       1.000000       
48579  {46, 44, 72}                             1034.5794       1.000000       
48580  {15, 27, 34, 32}                         1034.5586       0.997950       
48581  {70, 34, 68, 58, 66}                     1034.5272       0.999997       
48582  {46, 9, 70, 21, 27, 34}                  1034.4964       0.892461       
48583  {46, 70, 21, 34, 19, 68}                 1034.4253       0.920577       
48584  {46, 74, 65, 42}                         1034.3966       0.996151       
48585  {46, 19, 69, 52, 48}                     1034.3846       0.999816       
48586  {46, 21, 29, 40}                         1034.3295       1.000000       
48587  {2, 12, 14}                              1034.3249       1.000000       
48588  {9, 2, 8}                                1034.3150       0.995646       
48589  {46, 70, 14, 24}                         1034.2825       0.999671       
48590  {46, 15, 27, 25, 74, 58}                 1034.2756       0.965666       
48591  {70, 34, 39, 3}                          1034.2633       0.997129       
48592  {50, 74, 42, 18}                         1034.2477       0.999838       
48593  {9, 54, 49}                              1034.2425       0.999961       
48594  {34, 25, 1, 65}                          1034.2190       0.999973       
48595  {46, 50, 5, 28, 62}                      1034.1994       0.993841       
48596  {54, 42, 26}                             1034.1530       0.999998       
48597  {9, 27, 55, 44}                          1034.1416       0.999966       
48598  {46, 50, 21, 39, 62}                     1034.1163       0.948870       
48599  {46, 50, 13, 1, 3}                       1034.0322       0.967083       
48600  {46, 9, 5, 33}                           1033.9552       0.964107       
48601  {46, 34, 73, 5, 42}                      1033.9369       0.988059       
48602  {46, 9, 34, 17, 3, 48}                   1033.8898       0.998139       
48603  {46, 9, 34, 19, 25, 56}                  1033.8733       0.998195       
48604  {46, 5, 4, 44}                           1033.8677       0.999833       
48605  {63, 7}                                  1033.8056       1.000000       
48606  {54, 27, 6}                              1033.8053       0.999715       
48607  {2, 5, 69, 28}                           1033.7934       0.999930       
48608  {39, 16, 3}                              1033.7556       1.000000       
48609  {46, 54, 11, 27, 25, 17}                 1033.7408       0.958012       
48610  {21, 25, 57}                             1033.7225       0.999954       
48611  {70, 54, 25, 43}                         1033.5803       0.996821       
48612  {46, 34, 65, 43}                         1033.5535       0.993052       
48613  {15, 21, 11, 32}                         1033.5431       0.992833       
48614  {46, 15, 21, 54, 11, 25}                 1033.5286       0.888387       
48615  {46, 68, 55, 48}                         1033.4492       0.999984       
48616  {70, 11, 19, 55}                         1033.4319       0.998659       
48617  {50, 71, 19, 25, 60}                     1033.4237       0.984618       
48618  {54, 17, 48}                             1033.4057       1.000000       
48619  {46, 50, 11, 25, 24}                     1033.3990       0.982933       
48620  {50, 32, 17}                             1033.3951       0.999999       
48621  {46, 54, 48, 66, 62}                     1033.3694       1.000000       
48622  {46, 2, 19, 51, 62}                      1033.2671       0.973840       
48623  {9, 11, 19, 44, 66}                      1033.1943       0.999946       
48624  {2, 73, 69, 29}                          1033.1862       0.999567       
48625  {19, 57}                                 1033.1428       1.000000       
48626  {50, 71, 29, 36}                         1033.1258       1.000000       
48627  {50, 19, 74, 56}                         1033.0786       1.000000       
48628  {46, 68, 42, 3, 66}                      1033.0412       0.999998       
48629  {46, 11, 39, 13, 60}                     1032.9779       0.962697       
48630  {46, 54, 19, 26}                         1032.8910       0.983437       
48631  {46, 5, 14, 52, 3}                       1032.8725       0.999992       
48632  {46, 11, 27, 65, 44}                     1032.8638       0.979453       
48633  {50, 21, 11, 68, 31}                     1032.8302       0.983462       
48634  {46, 9, 70, 33}                          1032.7734       0.928976       
48635  {46, 70, 19, 25, 52, 48}                 1032.7333       0.987839       
48636  {13, 65, 29}                             1032.7315       1.000000       
48637  {46, 74, 68, 4}                          1032.7279       0.999712       
48638  {46, 34, 32, 3}                          1032.6645       0.999421       
48639  {46, 9, 65, 56}                          1032.6185       0.999941       
48640  {46, 13, 75, 44}                         1032.5797       0.998722       
48641  {50, 54, 34, 39, 68}                     1032.5406       0.965466       
48642  {46, 71, 17, 24}                         1032.5340       0.999913       
48643  {46, 4, 62}                              1032.5339       1.000000       
48644  {21, 54, 19, 58, 62}                     1032.4837       0.999953       
48645  {34, 74, 60, 52}                         1032.4387       1.000000       
48646  {70, 19, 73, 68}                         1032.4258       0.995700       
48647  {46, 9, 11, 67}                          1032.4237       0.950823       
48648  {15, 27, 33}                             1032.3429       0.991629       
48649  {46, 2, 54, 39, 31}                      1032.3375       0.931338       
48650  {2, 21, 75, 44}                          1032.3010       0.998785       
48651  {46, 39, 13, 5, 60}                      1032.2089       0.983390       
48652  {46, 2, 27, 19, 56}                      1032.1897       0.996068       
48653  {46, 9, 21, 19, 51, 25}                  1032.1721       0.928382       
48654  {46, 9, 2, 69, 72}                       1032.1536       0.990127       
48655  {9, 28, 44, 58}                          1032.1391       1.000000       
48656  {46, 33, 42, 52}                         1032.1389       0.994387       
48657  {46, 1, 42, 44, 52}                      1032.1214       0.999583       
48658  {9, 42, 17, 48}                          1032.0888       1.000000       
48659  {46, 70, 2, 51, 52}                      1032.0736       0.936085       
48660  {46, 50, 25, 69, 36}                     1032.0306       0.998001       
48661  {50, 54, 19, 13, 31}                     1031.9621       0.981396       
48662  {15, 28, 58, 29}                         1031.9092       1.000000       
48663  {46, 9, 27, 34, 19, 51}                  1031.8961       0.920161       
48664  {46, 34, 19, 25, 65}                     1031.8771       0.980521       
48665  {15, 54, 47, 60}                         1031.8744       0.999066       
48666  {46, 9, 11, 23, 36}                      1031.8366       0.999935       
48667  {21, 26, 60}                             1031.8346       1.000000       
48668  {46, 50, 55, 40}                         1031.8344       0.999997       
48669  {51, 26}                                 1031.8035       1.000000       
48670  {2, 57, 44}                              1031.8010       0.999914       
48671  {50, 5, 7, 44, 66}                       1031.7953       1.000000       
48672  {46, 11, 4, 29}                          1031.7949       0.998684       
48673  {46, 51, 65, 52}                         1031.7670       0.994243       
48674  {46, 15, 32, 3}                          1031.7587       0.994024       
48675  {50, 9, 39, 29, 66}                      1031.7287       0.995437       
48676  {46, 9, 54, 27, 34, 40}                  1031.6866       0.992937       
48677  {46, 21, 11, 13, 38}                     1031.6479       0.988280       
48678  {46, 21, 20, 60}                         1031.6197       0.997919       
48679  {19, 73, 5, 52}                          1031.6073       0.999999       
48680  {46, 34, 55, 38}                         1031.5828       0.999998       
48681  {15, 65, 3, 29}                          1031.5653       0.999998       
48682  {11, 34, 42, 44, 58}                     1031.4496       0.999999       
48683  {46, 50, 21, 11, 34, 58}                 1031.3551       0.913410       
48684  {46, 39, 75, 44}                         1031.3099       0.993554       
48685  {34, 7, 17}                              1031.1599       1.000000       
48686  {2, 19, 68, 48}                          1031.0513       0.999789       
48687  {46, 50, 68, 52, 64}                     1031.0507       0.999844       
48688  {46, 70, 2, 19, 51}                      1031.0428       0.906742       
48689  {2, 75, 14}                              1031.0404       0.999999       
48690  {46, 1, 69, 48}                          1031.0275       0.999728       
48691  {11, 25, 65, 17}                         1031.0246       0.999997       
48692  {46, 11, 27, 58, 40}                     1031.0064       0.999999       
48693  {46, 15, 39, 68, 5}                      1030.9728       0.947986       
48694  {46, 21, 55, 72}                         1030.9598       1.000000       
48695  {46, 9, 19, 13, 25, 44}                  1030.9580       0.968796       
48696  {70, 54, 27, 39}                         1030.9493       0.972544       
48697  {15, 70, 54, 29, 36}                     1030.9277       0.999918       
48698  {9, 15, 54, 34, 19, 17}                  1030.9015       0.970851       
48699  {15, 2, 65, 7}                           1030.8563       0.991424       
48700  {46, 21, 18, 60}                         1030.8311       0.998439       
48701  {2, 54, 68, 28}                          1030.8275       0.997027       
48702  {46, 54, 71, 16, 44}                     1030.8134       0.969699       
48703  {50, 25, 57}                             1030.7825       0.997034       
48704  {9, 34, 25, 33}                          1030.7382       0.991669       
48705  {34, 19, 13, 5, 60}                      1030.7224       0.999977       
48706  {50, 2, 28, 36}                          1030.7200       0.999964       
48707  {46, 9, 73, 16, 58}                      1030.6616       0.979165       
48708  {70, 34, 20, 17}                         1030.6603       0.999997       
48709  {46, 68, 60, 17, 3}                      1030.6594       0.999990       
48710  {46, 54, 27, 60, 40}                     1030.6487       0.999999       
48711  {46, 54, 25, 69, 62}                     1030.6384       0.996672       
48712  {46, 34, 19, 13, 5, 60}                  1030.6383       0.986032       
48713  {34, 39, 6}                              1030.6209       0.999864       
48714  {46, 27, 19, 5, 3, 29}                   1030.6003       0.995140       
48715  {71, 19, 44, 3}                          1030.5468       0.999997       
48716  {46, 19, 25, 12, 52}                     1030.4795       0.998952       
48717  {46, 71, 25, 1, 62}                      1030.4683       0.996793       
48718  {54, 34, 16, 12}                         1030.3456       0.999986       
48719  {50, 9, 14, 44, 3}                       1030.3163       0.998989       
48720  {46, 21, 27, 44, 40}                     1030.2585       0.999990       
48721  {34, 19, 68, 66}                         1030.2031       1.000000       
48722  {46, 34, 68, 14, 3}                      1030.1799       0.999428       
48723  {46, 70, 34, 25, 55}                     1030.1738       0.983082       
48724  {21, 19, 74, 69}                         1030.1379       0.999758       
48725  {46, 21, 54, 25, 68, 42}                 1030.1294       0.954028       
48726  {15, 70, 34, 14, 29}                     1030.1061       0.996148       
48727  {9, 11, 51, 28}                          1030.0226       0.996443       
48728  {46, 9, 25, 3, 40}                       1030.0114       1.000000       
48729  {70, 54, 34, 32}                         1030.0104       0.997476       
48730  {70, 33, 66}                             1029.9352       0.999859       
48731  {70, 25, 16, 28}                         1029.9338       0.999778       
48732  {70, 27, 19, 36}                         1029.9317       1.000000       
48733  {46, 50, 15, 34, 19, 40}                 1029.8771       0.978180       
48734  {50, 70, 1, 31, 60}                      1029.8650       0.993568       
48735  {70, 34, 26, 7}                          1029.8201       0.999772       
48736  {46, 25, 68, 52, 38}                     1029.8026       0.999988       
48737  {46, 15, 70, 54, 69}                     1029.7933       0.907969       
48738  {50, 6, 58}                              1029.7458       0.999866       
48739  {46, 50, 21, 71, 68}                     1029.7022       0.900878       
48740  {46, 21, 39, 13, 29}                     1029.6932       0.962649       
48741  {15, 57, 7}                              1029.6880       0.999862       
48742  {46, 50, 15, 19, 25, 31}                 1029.6600       0.923106       
48743  {46, 15, 21, 73, 48}                     1029.3983       0.957137       
48744  {46, 15, 34, 28, 62}                     1029.3856       0.993568       
48745  {46, 39, 4}                              1029.3565       0.998292       
48746  {2, 54, 19, 65}                          1029.3217       0.987146       
48747  {27, 14, 60}                             1029.0592       1.000000       
48748  {21, 11, 27, 34, 14}                     1029.0568       0.993542       
48749  {46, 70, 33, 7}                          1029.0176       0.967338       
48750  {21, 54, 11, 19, 13}                     1028.9456       0.976948       
48751  {11, 34, 44, 66}                         1028.8314       1.000000       
48752  {46, 9, 11, 75, 58}                      1028.8021       0.981566       
48753  {9, 28, 75}                              1028.7954       1.000000       
48754  {70, 21, 69, 23}                         1028.7166       0.999876       
48755  {73, 12}                                 1028.7010       1.000000       
48756  {70, 14, 44, 52}                         1028.6953       1.000000       
48757  {46, 2, 74, 68, 38}                      1028.6823       0.990437       
48758  {46, 39, 24, 66}                         1028.6324       0.999989       
48759  {46, 11, 14, 24}                         1028.5080       0.999985       
48760  {46, 21, 11, 25, 42, 58}                 1028.4786       0.970356       
48761  {46, 70, 34, 3, 24}                      1028.4281       0.997790       
48762  {46, 50, 34, 19, 58, 36}                 1028.3725       0.992808       
48763  {21, 11, 34, 39, 1}                      1028.3668       0.980541       
48764  {46, 15, 6, 29}                          1028.3137       0.988644       
48765  {15, 54, 68, 47}                         1028.2398       0.996483       
48766  {46, 2, 54, 33}                          1028.2075       0.917451       
48767  {46, 15, 70, 34, 75}                     1028.2020       0.946850       
48768  {46, 21, 34, 25, 44, 62}                 1028.0300       0.995457       
48769  {46, 27, 73, 74, 17}                     1027.9746       0.989537       
48770  {46, 50, 34, 68, 12}                     1027.9591       0.975994       
48771  {46, 15, 2, 34, 25, 52}                  1027.8455       0.932321       
48772  {54, 19, 13, 5, 52}                      1027.8070       0.999612       
48773  {46, 11, 19, 25, 42, 17}                 1027.7752       0.987735       
48774  {9, 2, 34, 65}                           1027.7687       0.982771       
48775  {46, 13, 73, 74, 44}                     1027.7408       0.988435       
48776  {46, 21, 75, 36}                         1027.6820       0.999994       
48777  {46, 11, 19, 45}                         1027.6158       0.999814       
48778  {46, 11, 19, 13, 23}                     1027.4990       0.992449       
48779  {2, 34, 73, 36}                          1027.3922       0.999999       
48780  {46, 15, 70, 2, 34, 62}                  1027.3895       0.907582       
48781  {46, 11, 25, 52, 24}                     1027.3763       0.999669       
48782  {46, 9, 70, 19, 13, 44}                  1027.3268       0.937952       
48783  {70, 34, 69, 23}                         1027.3264       0.999998       
48784  {46, 11, 42, 18}                         1027.2752       0.997287       
48785  {46, 15, 68, 32}                         1027.2611       0.988189       
48786  {46, 50, 45, 3}                          1027.2539       0.999779       
48787  {46, 11, 39, 51, 52}                     1027.1287       0.959652       
48788  {46, 74, 55, 52}                         1027.0891       0.999900       
48789  {9, 7, 38}                               1027.0488       1.000000       
48790  {46, 13, 20, 58}                         1027.0256       0.999571       
48791  {50, 9, 70, 34, 25, 36}                  1027.0092       0.985440       
48792  {46, 54, 51, 44, 3}                      1026.9524       0.991126       
48793  {46, 16, 18, 3}                          1026.9076       0.999969       
48794  {46, 9, 11, 55, 31}                      1026.8347       0.984509       
48795  {50, 9, 15, 2, 34, 58}                   1026.7867       0.902527       
48796  {46, 15, 75, 7, 58}                      1026.7820       0.990865       
48797  {2, 11, 34, 64}                          1026.7775       1.000000       
48798  {46, 15, 39, 74, 3}                      1026.7745       0.964220       
48799  {21, 27, 68, 32}                         1026.7649       0.999853       
48800  {15, 70, 39, 52}                         1026.7638       0.983464       
48801  {46, 54, 7, 14, 62}                      1026.7553       0.999853       
48802  {51, 44, 3}                              1026.7193       1.000000       
48803  {11, 19, 73, 62}                         1026.6489       0.999997       
48804  {27, 14, 52}                             1026.6313       1.000000       
48805  {2, 27, 55, 58}                          1026.6263       0.999764       
48806  {15, 54, 43, 3}                          1026.5518       0.999414       
48807  {46, 34, 55, 52, 3}                      1026.4991       0.999865       
48808  {46, 39, 19, 44, 66}                     1026.4806       0.995798       
48809  {50, 19, 13, 42, 3}                      1026.4759       0.996372       
48810  {54, 68, 29, 48}                         1026.4507       1.000000       
48811  {46, 15, 32, 17}                         1026.4430       0.994824       
48812  {46, 70, 21, 34, 42, 31}                 1026.4179       0.960800       
48813  {46, 70, 54, 51, 66}                     1026.4160       0.966152       
48814  {46, 9, 11, 55, 52}                      1026.3271       0.986234       
48815  {21, 51, 43}                             1026.3086       0.999903       
48816  {46, 73, 74, 32}                         1026.3015       0.996000       
48817  {27, 19, 6}                              1026.2928       0.999986       
48818  {34, 71, 6}                              1026.1972       0.999743       
48819  {46, 70, 34, 4}                          1026.1714       0.988617       
48820  {54, 27, 39, 23}                         1026.1601       0.999318       
48821  {70, 11, 27, 68, 42}                     1026.0488       0.991830       
48822  {9, 70, 54, 28, 66}                      1026.0175       0.995774       
48823  {46, 19, 25, 6}                          1026.0134       0.992618       
48824  {46, 51, 60, 17, 3}                      1026.0031       0.999669       
48825  {9, 15, 34, 32}                          1025.8385       0.993167       
48826  {46, 70, 27, 34, 58, 60}                 1025.8369       0.972103       
48827  {46, 2, 73, 58, 48}                      1025.7623       0.984644       
48828  {46, 50, 9, 2, 55}                       1025.7363       0.916583       
48829  {46, 70, 25, 73, 52}                     1025.7195       0.971609       
48830  {46, 15, 74, 45}                         1025.6777       0.998773       
48831  {46, 50, 74, 4}                          1025.6559       0.989068       
48832  {46, 50, 70, 11, 24}                     1025.4372       0.957870       
48833  {46, 50, 9, 19, 52, 56}                  1025.4057       0.993230       
